trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,0,-6.248277951993278,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,3,-10.79092199690693,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15881742610692068}",25,11,-48.60895431384468,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
186,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,3,-15.718772139317098,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1556726303679973}",30,1,-10.252408817865962,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,14,10.613428335060311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15259010575688386}",25,14,-5.130843713503198,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.15107180883637084}",35,0,44.790402874063,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.01, 'e': 0.14956861922263504}",35,22,20.38336619825258,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,5,9.784100059694566,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14660696213035015}",30,0,34.83971183787511,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,10,12.368262978074789,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,4,18.954588366754415,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,13,14.20382061440574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.140858420921045}",20,0,9.765387824507913,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,0,3.423438095865385,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,2,-56.21747555597631,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
200,False,"{'a': 0.01, 'e': 0.13669542544552385}",30,17,0.40852203805765686,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,9,19.6735722956358,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13398867466880493}",20,6,6.810355057422899,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13265546508012172}",30,1,22.476100533055437,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.13133552114849303}",30,6,28.187366752642905,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.1300287108784259}",35,19,1.3813018429428618,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,6,2.6602852778212536,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12745396989482075}",20,0,18.892914457626702,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,7,18.76689590645586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12493021219858241}",20,0,-0.6772117520928415,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.01, 'e': 0.12368713581745483}",20,3,29.39384344420193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.1224564282529819}",35,9,39.3247407241674,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12123796643338168}",20,0,18.69101726969797,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.01, 'e': 0.12003162851145673}",20,0,1.1412464987635895,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,14,-29.449770586414846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.01, 'e': 0.11765484302177918}",20,0,19.122732586467304,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.01, 'e': 0.11648415777349697}",30,4,20.224058519286693,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.11532512103806251}",25,0,-58.48484697551309,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
218,False,"{'a': 0.01, 'e': 0.1141776169108365}",20,6,23.618205477503803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11304153064044985}",25,9,-14.966682462975104,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11191674861732888}",35,24,10.386980114668717,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.11080315836233387}",30,13,14.474656996900425,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10970064851551141}",20,4,8.950280714892642,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,14,10.746002022224504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,11,14.356535227319657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.1064585043792528}",35,26,17.334404286962947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,0,21.75685186333285,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.104350484754765}",20,5,-20.11113632531969,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,14,9.438538506479738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.10228420671553744}",30,9,-11.899129417132977,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.01, 'e': 0.1012664618538834}",30,19,4.123621744887491,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,8,12.5634715613181,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09926125155964566}",20,12,17.60016673869199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09827358560436154}",35,13,22.31333662403178,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09729574708953276}",30,21,5.002074227090571,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,12,12.43093731266175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,10,17.65492631975296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,8,21.347475944874525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09348072627805847}",30,15,-39.00316504678476,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
239,False,"{'a': 0.01, 'e': 0.09255057751034329}",25,0,-29.417843382423335,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
240,False,"{'a': 0.01, 'e': 0.09162968387750484}",20,0,34.37563838330391,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.01, 'e': 0.09071795328941251}",30,0,38.02586184403182,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,6,-26.205452818427705,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,0,25.135925805835512,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.08803683258237255}",25,15,8.902049279261732,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0871608514619813}",20,0,27.833582018883238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,15,10.328445226353997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08543495096732123}",30,20,13.993174139071069,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,8,1.1416277569739632,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,13,11.167500011736472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08290996657517266}",30,13,23.998207239100495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,0,24.261303351668673,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,14,12.641989760446245,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.08045960674953244}",30,1,-3.81693636186553,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,14,16.616969880726828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07886639979067495}",25,0,37.8641258742145,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,0,17.488865287964188,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.01, 'e': 0.07730474044329974}",25,17,14.775136649498153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07653554542391151}",20,0,-10.9465799399957,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
259,False,"{'a': 0.01, 'e': 0.07577400402284548}",20,8,13.78782429493175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07502004008532698}",25,0,30.817426151979447,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.07427357821433388}",30,8,21.31931627270077,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,16,7.439091009522531,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,6,-19.51834028205494,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.01, 'e': 0.0720784622387661}",25,10,26.963009719209467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.07136126955638605}",20,0,24.203335911070166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.0706512130604296}",25,19,13.462543874309791,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06994822174465536}",30,12,30.946602682125754,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.069252225309346}",35,14,26.8392470493921,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06856315415427791}",25,11,20.80520633752777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06788093937176144}",20,0,21.938501118987702,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.01, 'e': 0.06720551273974976}",30,20,22.499424607814383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06653680671501686}",30,4,23.393554048213513,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,15,8.886978234366678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06521928966812753}",25,4,-16.608850925338672,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.01, 'e': 0.06457034689316847}",25,12,14.903630593847213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,16,6.791713536709425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.0632917683596407}",30,0,25.96625342281798,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06266200474215315}",20,13,10.134936086713394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,3,25.92967513755137,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06142121391500013}",25,9,17.58865077754077,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06081006262521795}",20,11,13.58701117776576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.06020499239237354}",20,0,30.806899509292112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.01, 'e': 0.05960594270893937}",25,7,20.578788548398833,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05901285366944784}",35,18,33.10221162197105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,7,19.628902536844727,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057844320874838456}",25,8,-17.21976280239842,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,9,32.06168321961527,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.0566989265798469}",30,18,23.85034247760693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,11,12.747660160990574,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05557621261148306}",25,5,31.408954068491013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05502322005640723}",20,0,15.027990653349512,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.01, 'e': 0.05447572986918986}",20,9,18.323829358444886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.05393368730035602}",20,9,19.928958105434962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,13,8.699765202932598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05286572873835037}",20,6,17.961209925930646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,8,15.62028266838086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05181891717272583}",30,5,13.369284821038793,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,14,9.97994846056307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,6,22.50117588621831,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,11,14.979607197818734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.049787068367863944}",30,12,27.07987083407425,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,5,24.725395044320045,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,6,19.738911145953608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,10.436504846573985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,12.7451248254009,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,18,18.08368549339177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,7,26.714559599500525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,16,6.826045570770437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,18.335431718509664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,15.880974677521687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,9,26.048262640986216,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
