trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
68,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,6,-40.49719988932835,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.5066169923655895}",25,5,-19.800852995659056,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.5015760690660555}",20,3,-20.56380430970369,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.49658530379140947}",25,13,-56.030117610204634,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
72,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,0,2.132025309361781,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.4867522559599717}",30,0,-82.4448448821178,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.48190899009020244}",25,8,-87.89150656074074,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
75,False,"{'a': 0.01, 'e': 0.4771139155210344}",30,0,-52.02664072097128,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,10,17.020564720302094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,12,-35.18772193857041,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
78,False,"{'a': 0.01, 'e': 0.46301306831122807}",25,13,-61.52528728558493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
79,False,"{'a': 0.01, 'e': 0.4584060113052235}",30,12,-81.04948076239609,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 2}",1
80,False,"{'a': 0.01, 'e': 0.45384479528235583}",25,0,-64.79379790512861,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
81,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,6,-13.922692799905718,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.4448580662229411}",20,6,1.8941595385596948,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.44043165450599925}",30,1,21.75848739528025,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,0,-13.411025815175774,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,10,-4.72192832496525,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.4274149319487267}",25,0,16.329002271678654,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.4231620823177488}",20,2,0.31369391058165963,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.418951549247639}",20,0,-27.41638500186402,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.4147829116815814}",30,5,-43.46104136380678,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.4106557527523455}",30,4,-0.9397710744045373,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,8,-11.102437336044485,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.40252422403363597}",25,17,8.978345963892465,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,0,-26.24716825781746,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.3945537103716011}",25,4,-24.858120063284126,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,3,-55.36515590226717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
96,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,2,-17.06140868895287,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.38289288597511206}",25,9,13.634316911505636,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,0,-29.39382188873285,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,16,8.446245954345091,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,0,-34.08267030690388,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.36787944117144233}",20,0,-27.155706870480728,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
102,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,0,-16.22844529876857,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,0,5.045698202954955,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.01, 'e': 0.3570069605691474}",20,14,10.224831363266201,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,4,26.041088098498598,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,0,7.170321488074172,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.3464558103300574}",30,0,-77.07231025426987,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",1
108,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,13,-40.10211342119514,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,10,18.321335463249536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.3362164937067333}",20,2,-32.387337646145156,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,2,16.263759460980047,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,2,-59.14632503184572,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,5,-7.134168297550722,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,-79.6474818754193,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,0,30.96309942597219,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.31663676937905316}",25,9,15.842611464562617,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,0,-16.601454329500918,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,8,-55.49007933208142,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
119,False,"{'a': 0.01, 'e': 0.30727873860113125}",25,3,-60.878212136243334,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
120,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,2,20.230350745366852,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,17,13.581250819090435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,12,21.65695203336737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2952301669240142}",25,17,15.244429486222836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,6,23.48434221557262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2893842179390506}",25,13,14.982224079106398,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,0,-24.00414103556172,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
127,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,0,-39.88157112494594,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,10,-1.5914725993990553,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,9,6.684662463780091,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,5,0.6088461756191548,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2725317930340126}",25,13,7.956968674072035,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2698200563846868}",25,0,-115.17322778696168,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
133,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,18,12.333968307000736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.26447726129982396}",30,9,18.168313949608116,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.261845668580326}",20,0,11.086118120098323,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,0,-77.9965840278633,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
137,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,8,19.490375118335685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25410695955280027}",30,18,9.710633093204084,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,11,3.127988383431859,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24907530463166816}",25,0,14.604760595131468,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,6,11.799520447020573,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,9,23.38276633013657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,0,30.045748279021897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.01, 'e': 0.23930892224375455}",30,13,31.901128905777362,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,2,22.913309375898585,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23457028809379765}",25,10,-13.062141900377705,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,0,-74.89713634835154,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
148,False,"{'a': 0.01, 'e': 0.22992548518672384}",30,3,11.94569577986743,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22763768838381274}",25,12,2.5857735440721386,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22537265553943872}",20,0,-102.30864475860015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
151,False,"{'a': 0.01, 'e': 0.22313016014842982}",25,8,19.139693962433245,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.2209099779593782}",30,2,-48.74219916850441,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 2}",1
153,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,2,-23.558741559766244,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,9,8.263433945906927,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,13,6.658156262066979,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,12,6.683825259513233,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.21013607120076472}",25,0,31.607929321408292,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
158,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,16,-28.911819183366028,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.01, 'e': 0.20597509820488344}",35,3,-34.286415778742125,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 2}",1
160,False,"{'a': 0.01, 'e': 0.20392561173421342}",30,0,-28.891624767378875,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
161,False,"{'a': 0.01, 'e': 0.20189651799465538}",30,0,38.03246928503231,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,10,12.63470111105569,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,8,19.036883281441142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,0,-12.820726646673183,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,17,15.444181037261828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.19204990862075408}",20,10,5.314924877831614,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,5,21.156021870072113,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.1882470656387468}",25,0,1.098299633632841,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
169,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,13,-10.398295561283838,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18451952399298926}",25,0,-0.3402994312879377,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
171,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,10,7.069606436300266,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.1808657926171221}",25,0,-0.2188505894277264,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
173,False,"{'a': 0.01, 'e': 0.17906614791149322}",25,7,28.8644557458037,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17728440996987782}",25,17,5.290296936910627,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,4,19.02607684592848,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,16,6.594916521194473,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17204486382305054}",20,13,14.190480454222513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,7,16.450961028178703,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1686381472685955}",20,0,-16.314215648333985,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
180,False,"{'a': 0.01, 'e': 0.1669601696670407}",35,12,14.24046626193832,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16529888822158653}",30,17,16.06369690232152,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16365413680270405}",35,13,20.52759513982675,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",25,18,11.95604107151834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,11,0.038546259226090784,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15881742610692068}",25,15,18.361665300918414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1572371663136276}",25,15,-1.1150826727604972,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,9,7.413823389460698,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,16,8.076091487358202,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,0,8.716026334672442,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 0.01, 'e': 0.15107180883637084}",25,11,23.259801368459765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14956861922263504}",20,7,22.81843351672948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,16,8.143705658893406,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,0,7.713176825542854,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
194,False,"{'a': 0.01, 'e': 0.14514819848362373}",25,10,4.418346880519158,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,3,-22.510718907551652,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
